id,vehicleNo
2622,MH20EL9302
2623,MH20EL9455
2624,MH20EL9495
2625,MH20GC0213
2626,MH21BH6068
2627,MH21BH6205
2628,MH22HD5429
2629,MH23AU1356
2630,MH23AU1749
2631,MH23W3243
2632,MH23W7374
2633,MH24AB5620
2634,MH24AB5955
2635,MH24AB6258
2636,MH24AJ0095
2637,MH24AL0577
2638,MH24AU0577
2639,MH24AU2189
2640,MH24AU7406
2641,MH24AU7636
2642,MH24AW2189
2643,MH24CP1051
2644,MH24F7137
2645,MH24F7985
2646,MH24F8295
2647,MH24J5505
2648,MH24J6417
2649,MH24J6760
2650,MH24J7888
2651,MH24J7933
2652,MH24J8383
2653,MH24J8446
2654,MH24J8558
2655,MH24J8882
2656,MH24J9060
2657,MH24JF9936
2658,MH25AJ0039
2659,MH25AJ0095
2660,MH25AJ0426
2661,MH25AJ0550
2662,MH25AJ1678
2663,MH25AJ1763
2664,MH25AJ4646
2665,MH25AJ5325
2666,MH25BE0125
2667,MH25P2796
2668,MH25U0070
2669,MH25U0190
2670,MH25U0458
2671,MH25U0559
2672,MH25U0780
2673,MH25U1099
2674,MH25U1417
2675,MH25U2070
2676,MH25U7200
2677,MH26AD0590
2678,MH26AD0833
2679,MH26BE0770
2680,MH28B7279
2681,MH28BB4698
2682,MH30AB4942
2683,MH35K2757
2684,MH37J0412
2685,MH38D1186
2686,MH38E3499
2687,MH38X2320
2688,MH39C0812
2689,MH40BG6063
2690,MH41G5144
2691,MH42A0024
2692,MH42AF0362
2693,MH42AQ1602
2694,MH42AQ2036
2695,MH42AQ2121
2696,MH42AQ2210
2697,MH42AQ4242
2698,MH42AQ4849
2699,MH42AW2210
2700,MH42B4168
2701,MH42B7543
2702,MH42B8036
2703,MH42B8144
2704,MH42B8236
2705,MH42B8376
2706,MH42B8536
2707,MH42B8803
2708,MH42B8844
2709,MH42B8928
2710,MH42B8968
2711,MH42B8994
2712,MH42B9041
2713,MH42B9168
2714,MH42B9416
2715,MH42B9728
2716,MH42BG165
2717,MH42BX7488
2718,MH42LT9495
2719,MH42M2461
2720,MH42M2601
2721,MH42M4745
2722,MH42T0024
2723,MH42T0460
2724,MH42T0553
2725,MH42T0919
2726,MH42T0968
2727,MH42T1156
2728,MH42T1179
2729,MH42T1437
2730,MH42T4266
2731,MH42T7999
2732,MH43AD1323
2733,MH43AD3982
2734,MH43B9168
2735,MH43BG3024
2736,MH43BG3337
2737,MH43BG4937
2738,MH43BG5781
2739,MH43BG6012
2740,MH43BG6062
2741,MH43BG6072
2742,MH43BG6753
2743,MH43BP1111
2744,MH43BP1926
2745,MH43BP2016
2746,MH43BP5043
2747,MH43BP5976
2748,MH43BP7728
2749,MH43BP9756
2750,MH43BX7488
2751,MH43BY7488
2752,MH43CA4937
2753,MH43CU2147
2754,MH43E0997
2755,MH43E1187
2756,MH43E2709
2757,MH43E4861
2758,MH43E7020
2759,MH43E8227
2760,MH43E9025
2761,MH43E9673
2762,MH43E9854
2763,MH43ED0997
2764,MH43F1497
2765,MH43F1953
2766,MH43U1069
2767,MH43U1651
2768,MH43U1938
2769,MH43U2348
2770,MH43U2358
2771,MH43U3300
2772,MH43U4440
2773,MH43U5448
2774,MH43U5705
2775,MH43U5848
2776,MH43U5980
2777,MH43U7183
2778,MH43U7185
2779,MH43U7367
2780,MH43U8749
2781,MH43U8752
2782,MH43U9438
2783,MH43U9894
2784,MH43V3869
2785,MH43V7367
2786,MH43V8630
2787,MH43V9438
2788,MH43Y0129
2789,MH43Y1032
2790,MH43Y1092
2791,MH43Y1339
2792,MH43Y3354
2793,MH43Y3816
2794,MH43Y4165
2795,MH43Y4729
2796,MH43Y6141
2797,MH43Y7160
2798,MH43Y7162
2799,MH43Y8098
2800,MH43Y8515
2801,MH43Y8630
2802,MH43Y8997
2803,MH43Y9015
2804,MH451897`
2805,MH45AF0675
2806,MH45AF0676
2807,MH45AF4617
2808,MH45AF5263
2809,MH45AF7861
2810,MH45AL1327
2811,MH45F2613
2812,MH45M4745
2813,MH45T1123
2814,MH45T3053
2815,MH45U1069
2816,MH45U3869
2817,MH45Y6141
2818,MH46AF1387
2819,MH46AF3918
2820,MH46AF4618
2821,MH46AF5445
2822,MH46AF5545
2823,MH46AF6579
2824,MH46AF7191
2825,MH46AF9247
2826,MH46AR1161
2827,MH46AR1512
2828,MH46AR2179
2829,MH46AR2906
2830,MH46AR2909
2831,MH46AR5419
2832,MH46AR7395
2833,MH46BB0625
2834,MH46BB1341
2835,MH46BB1841
2836,MH46BB2041
2837,MH46BB2538
2838,MH46BB4747
2839,MH46BB4934
2840,MH46BB4935
2841,MH46BB7147
2842,MH46BB7466
2843,MH46BB7804
2844,MH46BB8428
2845,MH46BB8547
2846,MH46BC9786
2847,MH46BF0995
2848,MH46BF0997
2849,MH46BF3175
2850,MH46BF3786
2851,MH46BF4003
2852,MH46BF4009
2853,MH46BF8961
2854,MH46BF9328
2855,MH46BM0795
2856,MH46BM1300
2857,MH46BM1760
2858,MH46BM2705
2859,MH46BM2729
2860,MH46BM2988
2861,MH46BM3661
2862,MH46BM3726
2863,MH46BM3738
2864,MH46BM6786
2865,MH46BM8099
2866,MH46BM8448
2867,MH46BM8787
2868,MH46BM8844
2869,MH46BM8876
2870,MH46BM9691
2871,MH46BM9695
2872,MH46BM9761
2873,MH46BM9941
2874,MH46BP4488
2875,MH46BR3786
2876,MH46BU0475
2877,MH46BU1869
2878,MH46BU2516
2879,MH46BU6161
2880,MH46BU7171
2881,MH46BU9691
2882,MH46BX6494
2883,MH46DM0427
2884,MH46DM8787
2885,MH46F0604
2886,MH46F0888
2887,MH46F1055
2888,MH46F1111
2889,MH46F1141
2890,MH46F1191
2891,MH46F2478
2892,MH46F2613
2893,MH46F2849
2894,MH46F3385
2895,MH46F3613
2896,MH46F4201
2897,MH46F4398
2898,MH46F4711
2899,MH46F5149
2900,MH46F5394
2901,MH46F5398
2902,MH46F5403
2903,MH46F5592
2904,MH46F6991
2905,MH46F7711
2906,MH46F7821
2907,MH46F9194
2908,MH46F9992
2909,MH46FU888
2910,MH46H3112
2911,MH46H3639
2912,MH46H4959
2913,MH46U5848
2914,MH47F2613
2915,MH47Y1246
2916,MH47Y6650
2917,MH48AG3350
2918,MH48AG3565
2919,MH48AG8196
2920,MH48BM1527
2921,MH48CB1584
2922,MH48DM3099
2923,MH48J0294
2924,MH48J1053
2925,MH48JO294
2926,MH48T0697
2927,MH48T3796
2928,MH48T4013
2929,MH48T4717
2930,MH4CP7062
2931,MH50M1574
2932,MH50N0227
2933,MH50N0243
2934,MH50N1080
2935,MH50N1087
2936,MH50N1317
2937,MH50N1391
2938,MH50N1574
2939,MH50N1986
2940,MH50N2032
2941,MH50N2033
2942,MH50N2231
2943,MH50N2584
2944,MH50N2597
2945,MH50N2599
2946,MH50N3204
2947,MH50N3698
2948,MH50N4111
2949,MH50N4411
2950,MH50N4950
2951,MH50N5111
2952,MH50N5657
2953,MH50N6366
2954,MH50N7228
2955,MH50N7389
2956,MH50N7774
2957,MH50N8969
2958,MH50N9099
2959,MH50N9199
2960,NL01AB7858
2961,NL01AE6466
2962,NL01AF7472
2963,NL01N4517
2964,OD05AV1956
